,Format,Game Location,Line,Length,Location,Speed,Bowling Style,Bounce,Out
2932,ODI,Bengaluru,Middle Stump,Full,Close,129,Right-arm fast-medium,Normal,0
2933,ODI,Bengaluru,Middle Stump,Good,Third Man,131,Right-arm fast-medium,Normal,0
2934,ODI,Bengaluru,Middle Stump,Good,Offside,94,Right arm Offbreak,Normal,0
2935,ODI,Bengaluru,Offside,Short,Short Third Man,93,Right arm Offbreak,Normal,0
2936,ODI,Bengaluru,Middle Stump,Full,Offside,86,Right arm Offbreak,Normal,0
2937,ODI,Bengaluru,Middle Stump,Full,Long-on,71,Right arm Offbreak,Normal,0
2938,ODI,Bengaluru,Offside,Short,Wicketkeeper,87,Right arm Offbreak,Normal,0
2939,ODI,Bengaluru,Middle Stump,Full,Sweeper,137,Right-arm fast-medium,Normal,0
2940,ODI,Bengaluru,Offside,Short,Third Man,137,Right-arm fast-medium,Normal,0
2941,ODI,Bengaluru,Middle Stump,Full,Close,131,Right-arm fast-medium,Normal,0
2942,ODI,Bengaluru,Offside,Short,Offside,93,Right arm Offbreak,Normal,0
2943,ODI,Bengaluru,Offside,Good,Long-on,78,Right arm Offbreak,Normal,0
2944,ODI,Bengaluru,Middle Stump,Full,Midwicket,134,Right-arm fast-medium,Normal,0
2945,ODI,Bengaluru,Middle Stump,Full,Mid-On,138,Right-arm fast-medium,Normal,0
2946,ODI,Bengaluru,Offside,Short,Third Man,128,Right-arm fast-medium,Normal,0
2947,ODI,Bengaluru,Wide Outside Off,Full,Close,72,Right arm Offbreak,Normal,0
2948,ODI,Bengaluru,Middle Stump,Good,Long-on,79,Right arm Offbreak,Normal,0
2949,ODI,Bengaluru,Offside,Good,Offside,140,Right-arm fast,Normal,0
2950,ODI,Bengaluru,Off Stump,Good,Third Man,145,Right-arm fast,Normal,1
2951,ODI,Nagpur,Middle Stump,Full,Close,143,Right-arm fast,Normal,0
2952,ODI,Nagpur,Offside,Good,Close,143,Right-arm fast,Normal,0
2953,ODI,Nagpur,Offside,Full,Extra Cover,146,Right-arm fast,Normal,0
2954,ODI,Nagpur,Offside,Short,Long-off,82,Legbreak googly,Normal,0
2955,ODI,Nagpur,Middle Stump,Full,Sweeper,91,Legbreak googly,Normal,0
2956,ODI,Nagpur,Offside,Full,Mid-Off,141,Right-arm fast,Normal,0
2957,ODI,Nagpur,Leg Stump,Good,Deep Square Leg,146,Right-arm fast,Normal,0
2958,ODI,Nagpur,Offside,Full,Extra Cover,139,Right-arm fast,Normal,0
2959,ODI,Nagpur,Legside,Full,Deep Square Leg,148,Right-arm fast,Normal,0
2960,ODI,Nagpur,Middle Stump,Good,Close,99,Legbreak googly,Normal,0
2961,ODI,Nagpur,Offside,Full,Sweeper,93,Legbreak googly,Normal,0
2962,ODI,Nagpur,Middle Stump,Full,Long-off,79,Legbreak googly,Normal,0
2963,ODI,Nagpur,Legside,Good,Midwicket,145,Right arm Fast,Normal,0
2964,ODI,Nagpur,Offside,Good,Point,149,Right arm Fast,Normal,0
2965,ODI,Nagpur,Offside,Good,Point,139,Right arm Fast,Normal,0
2966,ODI,Nagpur,Offside,Good,Third Man,145,Right arm Fast,Normal,0
2967,ODI,Nagpur,Offside,Good,Point,142,Right arm Fast,Normal,0
2968,ODI,Nagpur,Offside,Good,Sweeper,149,Right arm Fast,Normal,0
2969,ODI,Nagpur,Middle Stump,Full,Long-off,87,Legbreak googly,Normal,0
2970,ODI,Nagpur,Offside,Good,Deep Point,94,Legbreak googly,Normal,0
2971,ODI,Nagpur,Offside,Short,Third Man,87,Legbreak googly,Normal,0
2972,ODI,Nagpur,Offside,Full,Offside,91,Legbreak googly,Normal,0
2973,ODI,Nagpur,Middle Stump,Short,Close,145,Right arm Fast,Normal,0
2974,ODI,Nagpur,Middle Stump,Full,Long-on,77,Right arm Offbreak,Normal,0
2975,ODI,Nagpur,Offside,Full,Offside,67,Right arm Offbreak,Normal,0
2976,ODI,Nagpur,Off Stump,Back of a Length,Offside,87,Right arm Offbreak,Normal,0
2977,ODI,Nagpur,Middle Stump,Good,Square Leg,77,Right arm Offbreak,Normal,0
2978,ODI,Nagpur,Off Stump,Full,Wicketkeeper,145,Right arm Fast,Normal,0
2979,ODI,Nagpur,Offside,Good,Third Man,142,Right arm Fast,Normal,0
2980,ODI,Nagpur,Off Stump,Full,Offside,144,Right arm Fast,Normal,0
2981,ODI,Nagpur,Offside,Full,Midwicket,82,Right arm Offbreak,Normal,0
2982,ODI,Nagpur,Offside,Short,Offside,73,Right arm Offbreak,Normal,0
2983,ODI,Nagpur,Leg Stump,Good,Square Leg,91,Right arm Offbreak,Normal,0
2984,ODI,Nagpur,Offside,Good,Point,89,Right arm Offbreak,Normal,0
2985,ODI,Nagpur,Offside,Back of a Length,Third Man,149,Right arm Fast,Normal,0
2986,ODI,Nagpur,Offside,Back of a Length,Third Man,144,Right arm Fast,Normal,0
2987,ODI,Nagpur,Off Stump,Full,Offside,147,Right arm Fast,Normal,0
2988,ODI,Nagpur,Offside,Short,Point,51,Slow Left arm Orthodox,Normal,0
2989,ODI,Nagpur,Off Stump,Back of a Length,Long-on,52,Slow Left arm Orthodox,Normal,0
2990,ODI,Nagpur,Wide Outside Off,Back of a Length,Point,59,Slow Left arm Orthodox,Normal,0
2991,ODI,Nagpur,Offside,Full,Offside,141,Right-arm fast,Normal,0
2992,ODI,Nagpur,Offside,Back of a Length,Third Man,141,Right-arm fast,Normal,0
2993,ODI,Nagpur,Offside,Good,Sweeper,51,Slow Left arm Orthodox,Normal,0
2994,ODI,Nagpur,Offside,Full,Point,63,Slow Left arm Orthodox,Normal,0
2995,ODI,Nagpur,Legside,Full,Deep Square Leg,147,Right-arm fast,Normal,0
2996,ODI,Nagpur,Legside,Short,Deep Square Leg,141,Right-arm fast,High,0
2997,ODI,Nagpur,Middle Stump,Full,Close,41,Slow Left arm Orthodox,Normal,0
2998,ODI,Nagpur,Middle Stump,Back of a Length,Sweeper,54,Slow Left arm Orthodox,Normal,0
2999,ODI,Nagpur,Off Stump,Good,Midwicket,52,Slow Left arm Orthodox,Normal,0
3000,ODI,Nagpur,Offside,Back of a Length,Short Third Man,51,Slow Left arm Orthodox,Normal,0
3001,ODI,Nagpur,Legside,Back of a Length,Legside,130,Left-arm fast-medium,Normal,0
3002,ODI,Nagpur,Off Stump,Back of a Length,Third Man,130,Left-arm fast-medium,Normal,0
3003,ODI,Nagpur,Off Stump,Good,Sweeper,134,Left-arm fast-medium,Normal,0
3004,ODI,Nagpur,Middle Stump,Full,Close,88,Legbreak googly,Normal,0
3005,ODI,Nagpur,Off Stump,Short,Midwicket,75,Legbreak googly,High,0
3006,ODI,Nagpur,Off Stump,Full,Long-off,81,Legbreak googly,Normal,1
3007,ODI,Mumbai,Legside,Good,Legside,142,Left arm Fast medium,Normal,0
3008,ODI,Mumbai,Middle Stump,Good,Close,130,Left arm Fast medium,Normal,0
3009,ODI,Mumbai,Offside,Good,Wicketkeeper,130,Left arm Fast medium,Normal,0
3010,ODI,Mumbai,Offside,Full,Point,132,Left arm Fast medium,Normal,0
3011,ODI,Mumbai,Offside,Good,Wicketkeeper,130,Right arm Medium fast,Normal,0
3012,ODI,Mumbai,Legside,Full,Square Leg,114,Right arm Medium fast,Normal,0
3013,ODI,Mumbai,Offside,Full,Offside,123,Right arm Medium fast,Normal,0
3014,ODI,Mumbai,Legside,Full,Square Leg,136,Right arm Medium fast,Normal,0
3015,ODI,Mumbai,Offside,Full,Offside,137,Left arm Fast medium,Normal,0
3016,ODI,Mumbai,Wide Outside Off,Short,Third Man,136,Left arm Fast medium,Normal,0
3017,ODI,Mumbai,Middle Stump,Good,Offside,134,Right arm Fast,Normal,0
3018,ODI,Mumbai,Offside,Short,Second slip,145,Right arm Fast,Normal,0
3019,ODI,Mumbai,Offside,Good,Offside,136,Left arm Fast medium,Normal,0
3020,ODI,Mumbai,Middle Stump,Good,Close,141,Left arm Fast medium,Normal,0
3021,ODI,Mumbai,Middle Stump,Short,Close,143,Left arm Fast medium,Normal,0
3022,ODI,Mumbai,Offside,Good,Offside,142,Left arm Fast medium,Normal,0
3023,ODI,Mumbai,Offside,Good,Wicketkeeper,136,Right arm Fast,Normal,0
3024,ODI,Mumbai,Offside,Full,Offside,141,Right arm Fast,Normal,0
3025,ODI,Mumbai,Leg Stump,Short,Square Leg,143,Right arm Fast,Normal,0
3026,ODI,Mumbai,Middle Stump,Full,Mid-On,145,Right arm Fast,Normal,0
3027,ODI,Mumbai,Offside,Full,Offside,54,Slow Left arm Orthodox,Normal,0
3028,ODI,Mumbai,Legside,Short,Midwicket,84,Slow Left arm Orthodox,Normal,0
3029,ODI,Mumbai,Leg Stump,Good,Deep Midwicket,61,Slow Left arm Orthodox,Normal,0
3030,ODI,Mumbai,Offside,Good,Sweeper,57,Slow Left arm Orthodox,Normal,0
3031,ODI,Mumbai,Offside,Short,Third Man,145,Right arm Fast,Normal,0
3032,ODI,Mumbai,Offside,Good,Wicketkeeper,137,Right arm Fast,Normal,0
3033,ODI,Mumbai,Offside,Full,Mid-On,143,Right arm Fast,Normal,0
3034,ODI,Mumbai,Legside,Short,Fine Leg,148,Right arm Fast,High,0
3035,ODI,Mumbai,Middle Stump,Full,Close,52,Slow Left arm Orthodox,Normal,0
3036,ODI,Mumbai,Middle Stump,Good,Gully,54,Slow Left arm Orthodox,Normal,0
3037,ODI,Mumbai,Leg Stump,Short,Short Fine Leg,88,Slow Left arm Orthodox,Normal,0
3038,ODI,Mumbai,Middle Stump,Full,Offside,59,Slow Left arm Orthodox,Normal,0
3039,ODI,Mumbai,Wide Outside Off,Full,Sweeper,61,Slow Left arm Orthodox,Normal,0
3040,ODI,Mumbai,Offside,Good,Sweeper,127,Right arm Medium fast,Normal,0
3041,ODI,Mumbai,Offside,Full,Point,114,Right arm Medium fast,Normal,0
3042,ODI,Mumbai,Offside,Full,Third Man,123,Right arm Medium fast,Normal,0
3043,ODI,Mumbai,Middle Stump,Full,Long-on,118,Right arm Medium fast,Normal,0
3044,ODI,Mumbai,Offside,Good,Sweeper,121,Right arm Medium fast,Normal,0
3045,ODI,Mumbai,Offside,Full,Offside,126,Right arm Medium fast,Normal,0
3046,ODI,Mumbai,Leg Stump,Full,Deep Square Leg,123,Right arm Medium fast,Normal,0
3047,ODI,Mumbai,Offside,Good,Sweeper,46,Slow Left arm Orthodox,Normal,0
3048,ODI,Mumbai,Offside,Full,Offside,112,Right arm Medium fast,Normal,0
3049,ODI,Mumbai,Middle Stump,Full,Offside,124,Right arm Medium fast,Normal,0
3050,ODI,Mumbai,Wide Outside Off,Short,Short Third Man,116,Right arm Medium fast,Normal,0
3051,ODI,Mumbai,Legside,Full,Long-on,61,Slow Left arm Orthodox,Normal,0
3052,ODI,Mumbai,Leg Stump,Good,Deep Midwicket,52,Slow Left arm Orthodox,Normal,0
3053,ODI,Mumbai,Off Stump,Good,Close,63,Slow Left arm Orthodox,Normal,0
3054,ODI,Mumbai,Middle Stump,Short,Short Third Man,62,Slow Left arm Orthodox,Normal,0
3055,ODI,Mumbai,Offside,Full,Midwicket,114,Right arm Medium fast,Normal,0
3056,ODI,Mumbai,Wide Outside Off,Full,Sweeper,113,Right arm Medium fast,Normal,0
3057,ODI,Mumbai,Offside,Good,Short Third Man,124,Right-arm medium-fast,Normal,0
3058,ODI,Mumbai,Legside,Full,Square Leg,115,Right-arm medium-fast,Normal,0
3059,ODI,Mumbai,Off Stump,Back of a Length,Square Leg,149,Right arm Fast,Normal,0
3060,ODI,Mumbai,Off Stump,Full,Close,147,Right arm Fast,Normal,0
3061,ODI,Mumbai,Offside,Short,Third Man,146,Right arm Fast,Normal,0
3062,ODI,Mumbai,Leg Stump,Short,Midwicket,123,Right-arm medium-fast,Normal,0
3063,ODI,Mumbai,Middle Stump,Full,Long-on,124,Right-arm medium-fast,Normal,0
3064,ODI,Mumbai,Wide Outside Off,Good,Long Leg,124,Right-arm medium-fast,Normal,0
3065,ODI,Mumbai,Legside,Short,Long Leg,142,Right arm Fast,High,0
3066,ODI,Mumbai,Offside,Full,Close,145,Right arm Fast,Normal,0
3067,ODI,Mumbai,Middle Stump,Full,Offside,145,Right arm Fast,Normal,0
3068,ODI,Mumbai,Wide Outside Off,Short,Square Leg,142,Right arm Fast,High,0
3069,ODI,Mumbai,Offside,Full,Mid-On,149,Right arm Fast,Normal,0
3070,ODI,Mumbai,Middle Stump,Short,Close,112,Right-arm medium-fast,Normal,0
3071,ODI,Mumbai,Legside,Good,Long Leg,119,Right-arm medium-fast,Normal,0
3072,ODI,Mumbai,Off Stump,Good,Point,140,Right arm Fast,Normal,0
3073,ODI,Mumbai,Leg Stump,Good,Long Leg,117,Right-arm medium-fast,Normal,0
3074,ODI,Mumbai,Middle Stump,Back of a Length,Midwicket,121,Right-arm medium-fast,Normal,0
3075,ODI,Mumbai,Middle Stump,Short,Long-on,114,Right-arm medium-fast,Normal,0
3076,ODI,Mumbai,Middle Stump,Good,Third Man,118,Right arm Medium fast,Normal,0
3077,ODI,Mumbai,Offside,Good,Mid-On,119,Right arm Medium fast,Normal,0
3078,ODI,Mumbai,Offside,Back of a Length,Short Third Man,113,Right-arm medium-fast,Normal,0
3079,ODI,Mumbai,Off Stump,Short,Deep Square Leg,121,Right-arm medium-fast,Normal,0
3080,ODI,Mumbai,Legside,Short,Long Leg,117,Right arm Medium fast,High,0
3081,ODI,Mumbai,Middle Stump,Good,Third Man,116,Right arm Medium fast,Normal,0
3082,ODI,Mumbai,Offside,Back of a Length,Gully,131,Left arm Fast medium,Normal,0
3083,ODI,Mumbai,Legside,Good,Legside,129,Left arm Fast medium,Normal,0
3084,ODI,Mumbai,Middle Stump,Short,Close,133,Left arm Fast medium,Normal,0
3085,ODI,Mumbai,Legside,Short,Legside,136,Left arm Fast medium,High,0
3086,ODI,Mumbai,Middle Stump,Good,Mid-Off,138,Left arm Fast medium,Normal,0
3087,ODI,Mumbai,Legside,Short,Square Leg,130,Left arm Fast medium,Normal,0
3088,ODI,Mumbai,Middle Stump,Full,Long-off,51,Slow Left arm Orthodox,Normal,0
3089,ODI,Mumbai,Leg Stump,Good,Square Leg,131,Left arm Fast medium,Normal,0
3090,ODI,Mumbai,Offside,Full,Mid-Off,133,Left arm Fast medium,Normal,0
3091,ODI,Mumbai,Middle Stump,Short,Long-on,54,Slow Left arm Orthodox,Normal,0
3092,ODI,Mumbai,Middle Stump,Full,Point,58,Slow Left arm Orthodox,Normal,0
3093,ODI,Mumbai,Middle Stump,Full,Long-off,61,Slow Left arm Orthodox,Normal,0
3094,ODI,Mumbai,Offside,Good,Offside,126,Right-arm medium-fast,Normal,0
3095,ODI,Mumbai,Legside,Short,Wicketkeeper,112,Right-arm medium-fast,Normal,0
3096,ODI,Mumbai,Legside,Short,Deep Square Leg,124,Right-arm medium-fast,Normal,0
3097,ODI,Mumbai,Middle Stump,Full,Sweeper,112,Right-arm medium-fast,Normal,0
3098,ODI,Mumbai,Offside,Short,Point,128,Right arm Fast,Normal,0
3099,ODI,Mumbai,Middle Stump,Short,Third Man,143,Right arm Fast,Normal,0
3100,ODI,Mumbai,Middle Stump,Short,Midwicket,112,Right-arm medium-fast,High,0
3101,ODI,Mumbai,Wide Outside Off,Full,Point,119,Right-arm medium-fast,Normal,0
3102,ODI,Mumbai,Middle Stump,Short,Long-on,113,Right-arm medium-fast,Normal,0
3103,ODI,Mumbai,Legside,Short,Deep Square Leg,126,Right arm Medium fast,Normal,0
3104,ODI,Mumbai,Legside,Short,Deep Square Leg,119,Right arm Medium fast,High,0
3105,ODI,Mumbai,Legside,Full,Legside,62,Slow Left arm Orthodox,Normal,0
3106,ODI,Mumbai,Wide Outside Off,Short,Point,90,Slow Left arm Orthodox,Normal,0
3107,ODI,Mumbai,Offside,Full,Long-off,57,Slow Left arm Orthodox,Normal,0
3108,ODI,Mumbai,Wide Outside Off,Short,Short Third Man,49,Slow Left arm Orthodox,Normal,0
3109,ODI,Mumbai,Offside,Full,Mid-Off,136,Left arm Fast medium,Normal,0
3110,ODI,Mumbai,Middle Stump,Short,Midwicket,132,Left arm Fast medium,Normal,0
3111,ODI,Mumbai,Middle Stump,Good,Mid-On,47,Slow Left arm Orthodox,Normal,0
3112,ODI,Mumbai,Legside,Short,Fine Leg,117,Right arm Medium fast,High,0
3113,ODI,Mumbai,Wide Outside Off,Full,Fine Leg,130180,Right arm Medium fast,Normal,0
3114,ODI,Mumbai,Middle Stump,Short,Offside,123,Right arm Medium fast,High,0
3115,ODI,Mumbai,Offside,Good,Point,134,Right arm Medium fast,Normal,0
3116,ODI,Mumbai,Middle Stump,Good,Long-off,70,Slow Left arm Orthodox,Normal,0
3117,ODI,Mumbai,Middle Stump,Short,Short Third Man,62,Slow Left arm Orthodox,Normal,0
3118,ODI,Mumbai,Middle Stump,Good,Midwicket,116,Right arm Medium fast,Normal,0
3119,ODI,Mumbai,Legside,Short,Fine Leg,113,Right arm Medium fast,High,0
3120,ODI,Mumbai,Offside,Short,Offside,133,Left arm Fast medium,Normal,0
3121,ODI,Mumbai,Offside,Good,Point,139,Left arm Fast medium,Normal,0
3122,ODI,Mumbai,Middle Stump,Short,Third Man,137,Left arm Fast medium,Normal,0
3123,ODI,Mumbai,Middle Stump,Full,Midwicket,146,Right arm Fast,Normal,0
3124,ODI,Mumbai,Offside,Short,Offside,145,Right arm Fast,Normal,0
3125,ODI,Mumbai,Wide Outside Off,Short,Close,147,Right arm Fast,Normal,0
3126,ODI,Mumbai,Legside,Good,Deep Square Leg,135,Left arm Fast medium,Normal,0
3127,ODI,Mumbai,Offside,Good,Point,131,Left arm Fast medium,Normal,0
3128,ODI,Mumbai,Offside,Full,Mid-Off,145,Right arm Fast,Normal,0
3129,ODI,Mumbai,Middle Stump,Short,Offside,134,Right arm Fast,High,0
3130,ODI,Mumbai,Offside,Short,Midwicket,130,Right arm Fast,High,0
3131,ODI,Mumbai,Middle Stump,Short,Long-on,129,Right arm Fast,High,0
3132,ODI,Mumbai,Legside,Full,Legside,117,Right arm Medium fast,Normal,0
3133,ODI,Mumbai,Middle Stump,Short,Long-on,123,Right arm Medium fast,Normal,1
3134,ODI,Pune,Legside,Short,Legside,132,Right arm Medium fast,High,0
3135,ODI,Pune,Off Stump,Good,Midwicket,124,Right arm Medium fast,Normal,0
3136,ODI,Pune,Middle Stump,Good,Long-on,118,Right arm Medium fast,Normal,0
3137,ODI,Pune,Off Stump,Good,Offside,121,Right arm Medium fast,Normal,0
3138,ODI,Pune,Legside,Short,Square Leg,126,Right arm Medium fast,High,0
3139,ODI,Pune,Offside,Good,Offside,121,Right arm Medium fast,Normal,0
3140,ODI,Pune,Offside,Good,Square Leg,113,Right arm Medium fast,Normal,0
3141,ODI,Pune,Off Stump,Good,Offside,129,Left arm Fast medium,Normal,0
3142,ODI,Pune,Off Stump,Short,Offside,132,Left arm Fast medium,Normal,0
3143,ODI,Pune,Off Stump,Full,Offside,130,Left arm Fast medium,Normal,0
3144,ODI,Pune,Middle Stump,Back of a Length,Close,132,Left arm Fast medium,Normal,0
3145,ODI,Pune,Middle Stump,Short,Wicketkeeper,144,Left arm Fast medium,High,0
3146,ODI,Pune,Offside,Back of a Length,Point,131,Left arm Fast medium,Normal,0
3147,ODI,Pune,Middle Stump,Short,Point,136,Right arm Fast,Normal,0
3148,ODI,Pune,Offside,Good,Offside,140,Right arm Fast,Normal,0
3149,ODI,Pune,Middle Stump,Back of a Length,Offside,148,Right arm Fast,Normal,0
3150,ODI,Pune,Middle Stump,Full,Mid-On,146,Right arm Fast,Normal,0
3151,ODI,Pune,Offside,Back of a Length,Offside,149,Right arm Fast,Normal,0
3152,ODI,Pune,Offside,Back of a Length,Offside,140,Right arm Fast,Normal,0
3153,ODI,Pune,Middle Stump,Full,Long-off,54,Slow Left arm Orthodox,Normal,0
3154,ODI,Pune,Middle Stump,Good,Long-off,54,Slow Left arm Orthodox,Normal,0
3155,ODI,Pune,Off Stump,Full,Square Leg,59,Slow Left arm Orthodox,Normal,0
3156,ODI,Pune,Middle Stump,Good,Close,61,Slow Left arm Orthodox,Normal,0
3157,ODI,Pune,Middle Stump,Full,Long-on,57,Slow Left arm Orthodox,Normal,0
3158,ODI,Pune,Middle Stump,Short,Third Man,135,Right arm Fast,Normal,0
3159,ODI,Pune,Offside,Short,Close,137,Right arm Fast,Normal,0
3160,ODI,Pune,Offside,Short,Deep Midwicket,142,Right arm Fast,Normal,0
3161,ODI,Pune,Legside,Good,Deep Square Leg,115,Right arm Medium fast,Normal,0
3162,ODI,Pune,Middle Stump,Full,Wicketkeeper,118,Right arm Medium fast,Normal,1
3163,ODI,Kanpur,Middle Stump,Full,Close,115,Right arm Medium fast,Normal,0
3164,ODI,Kanpur,Middle Stump,Good,Midwicket,115,Right arm Medium fast,Normal,0
3165,ODI,Kanpur,Off Stump,Good,Midwicket,115,Right arm Medium fast,Normal,0
3166,ODI,Kanpur,Offside,Good,Close,117,Right arm Medium fast,Normal,0
3167,ODI,Kanpur,Offside,Full,Offside,122,Right arm Medium fast,Normal,0
3168,ODI,Kanpur,Offside,Good,Offside,126,Right arm Medium fast,Normal,0
3169,ODI,Kanpur,Offside,Good,Offside,121,Right arm Medium fast,Normal,0
3170,ODI,Kanpur,Offside,Short,Third Man,121,Right arm Medium fast,Normal,0
3171,ODI,Kanpur,Offside,Full,Close,114,Right arm Medium fast,Normal,0
3172,ODI,Kanpur,Off Stump,Good,Offside,117,Right arm Medium fast,Normal,0
3173,ODI,Kanpur,Offside,Full,Offside,143,Right arm Fast,Normal,0
3174,ODI,Kanpur,Off Stump,Good,Offside,123,Right arm Medium fast,Normal,0
3175,ODI,Kanpur,Off Stump,Short,Long Leg,121,Right arm Medium fast,Normal,0
3176,ODI,Kanpur,Off Stump,Good,Deep Square Leg,125,Right arm Medium fast,Normal,0
3177,ODI,Kanpur,Offside,Back of a Length,Gully,140,Right arm Fast,Normal,0
3178,ODI,Kanpur,Offside,Back of a Length,Close,149,Right arm Fast,Normal,0
3179,ODI,Kanpur,Offside,Short,Point,144,Right arm Fast,Normal,0
3180,ODI,Kanpur,Off Stump,Short,Deep Square Leg,117,Right arm Medium fast,Normal,0
3181,ODI,Kanpur,Middle Stump,Back of a Length,Third Man,119,Right arm Medium fast,Normal,0
3182,ODI,Kanpur,Off Stump,Short,Square Leg,121,Right arm Medium fast,Normal,0
3183,ODI,Kanpur,Off Stump,Full,Midwicket,51,Slow Left arm Orthodox,Normal,0
3184,ODI,Kanpur,Off Stump,Full,Long-off,55,Slow Left arm Orthodox,Normal,0
3185,ODI,Kanpur,Offside,Short,Extra Cover,124,Right arm Medium fast,Normal,0
3186,ODI,Kanpur,Offside,Good,Close,112,Right arm Medium fast,Normal,0
3187,ODI,Kanpur,Middle Stump,Back of a Length,Third Man,123,Right arm Medium fast,Normal,0
3188,ODI,Kanpur,Middle Stump,Full,Close,54,Slow Left arm Orthodox,Normal,0
3189,ODI,Kanpur,Middle Stump,Short,Long-on,123,Right arm Medium fast,Normal,0
3190,ODI,Kanpur,Off Stump,Full,Deep Midwicket,120,Right arm Medium fast,Normal,0
3191,ODI,Kanpur,Offside,Full,Mid-Off,123,Right arm Medium fast,Normal,0
3192,ODI,Kanpur,Offside,Full,Offside,120,Right arm Medium fast,Normal,0
3193,ODI,Kanpur,Leg Stump,Full,Legside,59,Slow Left arm Orthodox,Normal,0
3194,ODI,Kanpur,Leg Stump,Full,Legside,52,Slow Left arm Orthodox,Normal,0
3195,ODI,Kanpur,Middle Stump,Full,Wicketkeeper,51,Slow Left arm Orthodox,Normal,0
3196,ODI,Kanpur,Off Stump,Back of a Length,Offside,126,Right arm Medium fast,Normal,0
3197,ODI,Kanpur,Middle Stump,Full,Point,123,Right arm Medium fast,Normal,0
3198,ODI,Kanpur,Middle Stump,Full,Offside,55,Slow Left arm Orthodox,Normal,0
3199,ODI,Kanpur,Legside,Short,Midwicket,50,Slow Left arm Orthodox,Normal,0
3200,ODI,Kanpur,Middle Stump,Full,Offside,53,Slow Left arm Orthodox,Normal,0
3201,ODI,Kanpur,Middle Stump,Good,Midwicket,135,Left arm Fast medium,Normal,0
3202,ODI,Kanpur,Offside,Full,Offside,131,Left arm Fast medium,Normal,0
3203,ODI,Kanpur,Offside,Short,Third Man,129,Left arm Fast medium,Normal,0
3204,ODI,Kanpur,Middle Stump,Short,Offside,136,Left arm Fast medium,Normal,0
3205,ODI,Kanpur,Legside,Short,Legside,141,Right arm Fast,High,0
3206,ODI,Kanpur,Offside,Good,Point,131,Left arm Fast medium,Normal,0
3207,ODI,Kanpur,Offside,Short,Offside,145,Left arm Fast medium,Normal,0
3208,ODI,Kanpur,Off Stump,Good,Offside,138,Left arm Fast medium,Normal,0
3209,ODI,Kanpur,Middle Stump,Short,Deep Midwicket,134,Left arm Fast medium,High,0
3210,ODI,Kanpur,Wide Outside Off,Good,Wicketkeeper,130,Left arm Fast medium,Normal,0
3211,ODI,Kanpur,Middle Stump,Full,Offside,142,Left arm Fast medium,Normal,0
3212,ODI,Kanpur,Offside,Short,Third Man,148,Right arm Fast,Normal,0
3213,ODI,Kanpur,Offside,Good,Offside,124,Right-arm medium-fast,Normal,0
3214,ODI,Kanpur,Middle Stump,Short,Short Third Man,120,Right-arm medium-fast,Normal,0
3215,ODI,Kanpur,Middle Stump,Good,Midwicket,118,Right-arm medium-fast,Normal,0
3216,ODI,Kanpur,Middle Stump,Full,Wicketkeeper,58,Slow Left arm Orthodox,Normal,0
3217,ODI,Kanpur,Offside,Good,Point,55,Slow Left arm Orthodox,Normal,0
3218,ODI,Kanpur,Middle Stump,Full,Close,126,Right-arm medium-fast,Normal,0
